inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
80275,panaderia tolita,panaderia tolita,2021337,bakery,risk 1 (high),3318 w lawrence ave,chicago,il,60625,2010-04-19,license,fail,41.96853092,-87.7117489
80276,edgewater early learning center,one hope united northern region,1767248,daycare (2 - 6 years),risk 1 (high),5244 n lakewood ave,chicago,il,60640,2010-04-19,license,fail,41.97761883,-87.66253136
80277,panaderia tolita,panaderia tolita,2021337,bakery,risk 1 (high),3318 w lawrence ave,chicago,il,60625,2010-04-21,license re-inspection,fail,41.96853092,-87.7117489
80278,frutyland,fruityland,2027638,restaurant,risk 2 (medium),4610 n kedzie ave,chicago,il,60625,2010-04-22,license re-inspection,pass,41.96504673,-87.70851378
80279,aurora chicago lakeshore hospital,aurora chicago lakeshore hospital,2021834,hospital,risk 1 (high),4840 n marine dr,chicago,il,60640,2010-04-23,reinspection,pass,41.97035251,-87.65013474
80280,baghdad restaurant,baghdad kabab,2027933,restaurant,risk 1 (high),3200 w lawrence ave,chicago,il,60625,2010-04-23,license re-inspection,pass,41.96856056,-87.70853637
80281,mcdonalds,mcdonalds,1679820,restaurant,risk 2 (medium),4546 n kedzie ave,chicago,il,60625,2010-04-23,complaint re-inspection,pass,41.96438753,-87.70849248
80282,panaderia tolita,panaderia tolita,2021337,bakery,risk 1 (high),3318 w lawrence ave,chicago,il,60625,2010-04-26,license re-inspection,pass,41.96853092,-87.7117489
80283,edgewater early learning center,one hope united northern region,1767248,daycare (2 - 6 years),risk 1 (high),5244 n lakewood ave,chicago,il,60640,2010-04-26,license re-inspection,fail,41.97761883,-87.66253136
80284,cold stone creamery,cold stone creamery,2027197,restaurant,risk 2 (medium),4709 n lincoln ave,chicago,il,60625,2010-04-27,license re-inspection,fail,41.96685269,-87.6873091
80285,"dollar tree store, inc.",,1954150,grocery store,risk 3 (low),5235-5237 n broardway,,il,,2010-04-27,license,fail,,
80286,shan food,shan food,33463,restaurant,risk 1 (high),5060 n sheridan rd,chicago,il,60640,2010-04-28,complaint,fail,41.97511908,-87.65512202
80287,peterson elementary school,peterson elementary school,24941,school,risk 1 (high),5510 n christiana st,chicago,il,60625,2010-05-03,canvass,pass,41.98158041,-87.71261988
80288,cafeneo,cafeneo,2031610,restaurant,risk 1 (high),4655 n lincoln ave,chicago,il,60625,2010-05-03,canvass,pass w/ conditions,41.96641309,-87.68693719
80289,cafeneo,cafeneo,2031610,restaurant,risk 1 (high),4655 n lincoln ave,chicago,il,60625,2010-05-03,license,fail,41.96641309,-87.68693719
80290,rolls n bowls,rolls n bowls,2031413,restaurant,risk 1 (high),5501 n lincoln ave,chicago,il,60625,2010-05-04,license,fail,41.98134577,-87.69265967
80291,nazareth bakery,nazareth bakery,2027596,bakery,risk 1 (high),4806-4808 n kedzie ave,chicago,il,60625,2010-05-05,license re-inspection,pass,41.96870916,-87.70862887
80292,william g. hibbard elementary school,william g hibbard elementary school,23801,school,risk 1 (high),3244 w ainslie st,chicago,il,60625,2010-05-05,canvass,pass,41.97036267,-87.71036214
80293,chicago produce,chicago produce,1865,grocery store,risk 1 (high),3500 w lawrence ave,chicago,il,60625,2010-05-05,complaint,fail,41.96848537,-87.71587133
80294,aurora chicago lakeshore hospital,aurora chicago lakeshore hospital,2021834,hospital,risk 1 (high),4840 n marine dr,chicago,il,60640,2010-05-06,license re-inspection,pass,41.97035251,-87.65013474
80295,restaurante buen sabor,,2032116,restaurant,risk 1 (high),4911 n western ave,chicago,il,60625,2010-05-06,license,fail,41.97077349,-87.68883024
80296,stockton,,2058663,school,risk 1 (high),4425 n magnolia ave,chicago,il,60640,2010-05-07,canvass,fail,41.96246991,-87.66083184
80297,chicago produce,chicago produce,1865,grocery store,risk 1 (high),3500 w lawrence ave,chicago,il,60625,2010-05-07,complaint re-inspection,pass,41.96848537,-87.71587133
80298,mccutcheon elementary,mccutcheon elementary,2058664,school,risk 1 (high),4865 n sheridan rd,chicago,il,60640,2010-05-10,canvass,pass,41.97095968,-87.65472193
80299,the broadway cafe,,2032262,restaurant,risk 1 (high),4716 n broadway,chicago,il,60640,2010-05-10,license,fail,41.967613,-87.6590549
80300,dunkin donut,dunkin donut,28690,restaurant,risk 2 (medium),1127 w bryn mawr ave,chicago,il,60660,2010-05-11,canvass,pass,41.98352906,-87.65915456
80301,mcpherson elementary,mcpherson elementary,2058666,school,risk 1 (high),4728 n wolcott ave,chicago,il,60640,2010-05-12,canvass,fail,41.96784758,-87.67632505
80302,cold stone creamery,cold stone creamery,2027197,restaurant,risk 2 (medium),4709 n lincoln ave,chicago,il,60625,2010-05-12,license re-inspection,pass,41.96685269,-87.6873091
80303,uplift community at arai,uplift community at arai,26861,school,risk 1 (high),900 w wilson ave,chicago,il,60640,2010-05-13,canvass,pass,41.96557412,-87.65252191
80304,rolls n bowls,rolls n bowls,2031413,restaurant,risk 1 (high),5501 n lincoln ave,chicago,il,60625,2010-05-13,license re-inspection,pass,41.98134577,-87.69265967
80305,the broadway cafe,,2032262,restaurant,risk 1 (high),4716 n broadway,chicago,il,60640,2010-05-13,license re-inspection,fail,41.967613,-87.6590549
80306,stewart elementary school,stewart elementary school,2058667,school,risk 1 (high),4525 n kenmore (1038w),chicago,il,60640,2010-05-14,canvass,pass,41.96434608,-87.65605252
80307,"mcdonald's rest. of ill, inc",mc donald's,1093503,restaurant,risk 2 (medium),3154 w foster ave,chicago,il,60625,2010-05-18,complaint,pass,41.97585969,-87.70846497
80308,jewel food store #3407,jewel food store,1394,grocery store,risk 1 (high),5516 n clark st,chicago,il,60640,2010-05-19,complaint,pass w/ conditions,41.98218988,-87.66865163
80309,dunkin donuts,dunkin donuts,24686,restaurant,risk 2 (medium),1743 w lawrence ave,chicago,il,60640,2010-05-19,complaint,pass,41.96873073,-87.67267203
80310,jake's pup in the ruf inc,jake's pup in the ruf,3892,restaurant,risk 1 (high),4401 n sheridan rd,chicago,il,60640,2010-05-20,complaint,fail,41.96182492,-87.65460196
80311,smokey bears 1 llc,smokey bears,2031630,restaurant,risk 1 (high),3312-3314 w foster ave,chicago,il,60625,2010-05-21,license,fail,41.97582182,-87.71172941
80312,mcdonald's #4305,mcdonald's,1922105,restaurant,risk 2 (medium),4844 n lincoln ave,chicago,il,60625,2010-05-21,complaint,pass,41.96975372,-87.68940344
80313,mcpherson elementary,mcpherson elementary,2058666,school,risk 1 (high),4728 n wolcott ave,chicago,il,60640,2010-05-24,canvass re-inspection,pass,41.96784758,-87.67632505
80314,the broadway cafe,,2032262,restaurant,risk 1 (high),4716 n broadway,chicago,il,60640,2010-05-26,license re-inspection,pass,41.967613,-87.6590549
80315,jake's pup in the ruf inc,jake's pup in the ruf,3892,restaurant,risk 1 (high),4401 n sheridan rd,chicago,il,60640,2010-06-02,complaint re-inspection,pass,41.96182492,-87.65460196
80316,hamburger mary's chicago/mary's rec room,hamburger mary's/mary's rec room,1933748,restaurant,risk 1 (high),5400-5402 n clark st,chicago,il,60640,2010-06-01,canvass,pass w/ conditions,41.97988428,-87.66842948
80317,aroy thai restaurant,aroy thai restaurant,1441937,restaurant,risk 1 (high),4654 n damen ave,chicago,il,60625,2010-06-03,complaint,pass,41.96674457,-87.67927391
80318,smokey bears 1 llc,smokey bears,2031630,restaurant,risk 1 (high),3312-3314 w foster ave,chicago,il,60625,2010-06-03,license re-inspection,pass,41.97582182,-87.71172941
80319,huddle house,huddle house,1495215,restaurant,risk 1 (high),4748 n kimball ave,chicago,il,60625,2010-06-11,complaint re-inspection,fail,41.96802693,-87.71349958
80320,alwadi restaurant,alwadi restaurant,2037501,restaurant,risk 1 (high),4833 n kedzie ave,chicago,il,60625,2010-06-14,license,fail,41.96944887,-87.70835947
80321,"la mama,s pizza inc",la mama's pizza,2037499,restaurant,risk 1 (high),4839 n kedzie ave,chicago,il,60625,2010-06-14,license,fail,41.96961765,-87.70836329
80322,huddle house,huddle house,1495215,restaurant,risk 1 (high),4748 n kimball ave,chicago,il,60625,2010-06-14,canvass re-inspection,pass,41.96802693,-87.71349958
80323,quick bite carry out,quick bite carry out,20639,restaurant,risk 2 (medium),5155 n western ave,chicago,il,60625,2010-06-15,complaint re-inspection,pass,41.97569146,-87.6889953
80324,citizen skate cafe nfp,citizen skate cafe nfp,1932863,restaurant,risk 2 (medium),920 w wilson ave,chicago,il,60640,2010-06-16,license re-inspection,pass,41.9655623,-87.65326284
80325,mcdonalds,mcdonalds,51011,restaurant,risk 2 (medium),1004 w wilson ave,chicago,il,60640,2010-06-16,complaint,pass w/ conditions,41.96553723,-87.65502741
80326,canteen @ truman college,canteen @ truman college,21604,restaurant,risk 1 (high),1145 w wilson ave,chicago,il,60640,2010-06-17,canvass,fail,41.96526739,-87.65923798
80327,cafeneo,cafeneo,2031610,restaurant,risk 1 (high),4655 n lincoln ave,chicago,il,60625,2010-06-17,license re-inspection,pass,41.96641309,-87.68693719
80328,the rail bar & grill,the rail bar & grill,1873344,restaurant,risk 1 (high),4707-4709 n damen ave,chicago,il,60625,2010-06-17,complaint,pass w/ conditions,41.96714374,-87.67899333
80329,toscana cafe,,2037165,restaurant,risk 1 (high),5357 n lincoln ave,chicago,il,60625,2010-06-18,license,fail,41.97941114,-87.69254008
80330,alwadi restaurant,alwadi restaurant,2037501,restaurant,risk 1 (high),4833 n kedzie ave,chicago,il,60625,2010-06-18,license re-inspection,pass,41.96944887,-87.70835947
80331,wok cuisine,wok cuisine,1496143,restaurant,risk 1 (high),4554 n kedzie ave,chicago,il,60625,2010-06-18,complaint,pass w/ conditions,41.96461176,-87.70849944
80332,taqueria mi guadalupe,,2037435,restaurant,risk 1 (high),7021 n clark st,chicago,il,60626,2010-06-21,license,fail,42.00967499,-87.67397033
80333,el gallo,el gallo bravo #6,2031510,restaurant,risk 1 (high),3714 w lawrence ave,chicago,il,60625,2010-06-21,license re-inspection,pass,41.96842385,-87.72135178
80334,jewel food store #3443,jewel food store #3443,1323,grocery store,risk 1 (high),5343 n broadway,chicago,il,60640,2010-06-23,complaint,fail,41.97942825,-87.65980585
80335,toscana cafe,,2037165,restaurant,risk 1 (high),5357 n lincoln ave,chicago,il,60625,2010-06-23,license,fail,41.97941114,-87.69254008
80336,jewel food store #3443,jewel food store #3443,1323,grocery store,risk 1 (high),5343 n broadway,chicago,il,60640,2010-06-24,consultation,pass,41.97942825,-87.65980585
80337,the cousins restaurant,fame da lupo,2041879,restaurant,risk 1 (high),1463 w leland ave,chicago,il,60640,2010-06-25,license,fail,41.96697754,-87.6666311
80338,the rail bar & grill,the rail bar & grill,1873345,restaurant,risk 1 (high),4707-4709 n damen ave,chicago,il,60625,2010-06-25,tag removal,pass,41.96714374,-87.67899333
80339,mcdonalds,mcdonalds,51011,restaurant,risk 2 (medium),1004 w wilson ave,chicago,il,60640,2010-06-25,tag removal,pass,41.96553723,-87.65502741
80340,toscana cafe,,2037165,restaurant,risk 1 (high),5357 n lincoln ave,chicago,il,60625,2010-06-25,license re-inspection,pass,41.97941114,-87.69254008
80341,aden poultry,aden poultry,1954065,live poultry,risk 2 (medium),2731 w lawrence ave,chicago,il,60625,2010-07-12,complaint,fail,41.96843119,-87.69752624
80342,edgewater early learning center,one hope united northern region,1767248,daycare (2 - 6 years),risk 1 (high),5244 n lakewood ave,chicago,il,60640,2010-07-12,license re-inspection,pass w/ conditions,41.97761883,-87.66253136
80343,babil kabob house,,2042603,restaurant,risk 1 (high),3951 w lawrence ave,chicago,il,60625,2010-07-12,license,fail,41.96813695,-87.72765333
88206,elinas cafe,,2009277,restaurant,risk 2 (medium),2617 w lawrence ave,chicago,il,60625,2010-01-06,license,fail,41.96845517,-87.6945352
88207,chicago  mini  mart,,2002692,grocery store,risk 3 (low),5503 n lincoln ave,chicago,il,60625,2010-01-07,license,fail,41.98143314,-87.69265077
88208,los pinos,los pinos,1597137,restaurant,risk 1 (high),3209 w lawrence ave,chicago,il,60625,2010-01-07,complaint,pass,41.96833532,-87.70886984
88209,markos tacos&cafe,,2009343,restaurant,risk 1 (high),5661 n clark bldg,chicago,il,60660,2010-01-11,license re-inspection,pass,41.98506583,-87.66894907
88210,cardona's 2,,2013650,restaurant,risk 1 (high),7104 n clark bldg,chicago,il,60626,2010-01-11,license,fail,42.01158136,-87.67461423
88211,starbucks coffee #2445,starbucks coffee,1043368,restaurant,risk 2 (medium),1052-1070 w bryn mawr ave,chicago,il,60660,2010-01-12,complaint,pass,41.98378038,-87.65731095
88212,hong kong buffet corporation,hong kong buffet,1273946,restaurant,risk 1 (high),6249 n mccormick rd,chicago,il,60659,2010-01-11,complaint,pass,41.9954406,-87.71291738
88213,hong kong buffet corporation,hong kong buffet,1273946,restaurant,risk 1 (high),6249 n mccormick rd,chicago,il,60659,2010-01-12,consultation,pass,41.9954406,-87.71291738
88214,taqueria el chorrito,taqueria el chorrito,1303855,restaurant,risk 1 (high),6404 n clark st,chicago,il,60626,2010-01-13,complaint,pass,41.99820081,-87.67078848
88215,indie cafe,indie  cafe,1893492,restaurant,risk 1 (high),5951-5953 n broadway,chicago,il,60660,2010-01-13,complaint,pass,41.99052009,-87.66013591
88216,deluxe diner,deluxe diner,1479953,restaurant,risk 1 (high),6349 n clark st,chicago,il,60660,2010-01-14,short form complaint,pass,41.99766626,-87.67033502
88217,mayne/act one cafe,mayne/act one,2003847,restaurant,risk 2 (medium),1328-1330 w morse ave,chicago,il,60626,2010-01-14,license,fail,42.00803722,-87.66489552
88218,mayne/act one cafe,mayne/act one,2003847,restaurant,risk 2 (medium),1328-1330 w morse ave,chicago,il,60626,2010-01-14,license,fail,42.00803722,-87.66489552
88219,mayne stage/act one cafe,mayne stage/act one cafe,2003849,liquor,risk 1 (high),1328-1330 w morse ave,chicago,il,60626,2010-01-14,license,fail,42.00803722,-87.66489552
88220,mayne/act one cafe,mayne/act one,2003847,restaurant,risk 2 (medium),1328-1330 w morse ave,chicago,il,60626,2010-01-15,consultation,fail,42.00803722,-87.66489552
88221,cardona's 2,,2013650,restaurant,risk 1 (high),7104 n clark bldg,chicago,il,60626,2010-01-15,license re-inspection,pass,42.01158136,-87.67461423
88222,aspira haugan,aspira haugan middle school,66351,school,risk 1 (high),3729 w leland ave,chicago,il,60625,2010-01-20,canvass,pass,41.96637821,-87.72182581
88223,aspira haugan,aspira haugan middle school,66351,school,risk 1 (high),3729 w leland ave,chicago,il,60625,2010-01-20,canvass,pass,41.96637821,-87.72182581
88224,agee's pizzeria & grill,,2009413,restaurant,risk 2 (medium),1118 w wilson ave,chicago,il,60640,2010-01-20,license re-inspection,pass,41.96549905,-87.65824707
88225,the  cupcake  gallery,,1998830,restaurant,risk 2 (medium),1319 w wilson ave,chicago,il,60640,2010-01-20,short form complaint,pass,41.96521193,-87.66326006
88226,uncommon  ground,uncommon  ground,1820125,restaurant,risk 1 (high),1401-1405 w devon ave,chicago,il,60660,2010-01-21,complaint,fail,41.99802474,-87.66556346
88227,rogers park children's center,roger's park children's center,21727,daycare (2 - 6 years),risk 1 (high),1754-1756 w devon ave,chicago,il,60660,2010-01-25,license,fail,41.99812042,-87.67412772
88228,hello ! inc,hello ! inc,1942435,restaurant,risk 1 (high),1553 w devon ave,chicago,il,60660,2010-01-25,canvass,pass,41.99797536,-87.66981876
88229,mcdonald's,mcdonald's,46952,restaurant,risk 1 (high),6536 n sheridan rd,chicago,il,60626,2010-01-26,complaint,pass,42.00122187,-87.66087972
88230,bel-ami restaurant,bel-ami restaurant,1122732,restaurant,risk 1 (high),5530 n lincoln ave,chicago,il,60625,2010-01-27,complaint re-inspection,pass,41.98205255,-87.69354121
88231,dominick's # 12/0012,dominick's finer foods,41645,grocery store,risk 1 (high),6009 n broadway,chicago,il,60660,2010-01-28,complaint,pass,41.99118175,-87.66015508
88232,la fonda latino grill,la fonda latino grill,1145509,restaurant,risk 1 (high),5350 n broadway,chicago,il,60640,2010-01-28,tag removal,pass,41.9796508,-87.66010597
88233,lupe dollar plus & food mart,,2014068,grocery store,risk 3 (low),3035 w lawrence ave,chicago,il,60625,2010-01-28,license re-inspection,pass,41.96837295,-87.70502516
88234,kabab cuisine 2,kabab cuisine 2,2014076,restaurant,risk 1 (high),6320 n lincoln ave,chicago,il,60659,2010-02-01,license re-inspection,pass,41.99613933,-87.71696834
88235,winthrop children,winthrop children,21726,daycare (2 - 6 years),risk 1 (high),4848 n winthrop ave,chicago,il,60640,2010-02-01,license re-inspection,pass,41.970484,-87.65780619
88236,ropa restaurant &   wine bar,aqua  bar & grill,1893935,restaurant,risk 1 (high),1146 w pratt blvd,chicago,il,60626,2010-02-01,no entry,fail,42.00565706,-87.66037856
88237,ropa restaurant & wine bar,,1893935,restaurant,risk 1 (high),1146 w pratt blvd,chicago,il,60626,2010-02-01,short form complaint,pass,42.00565706,-87.66037856
88238,"rice and roll, inc",rice & roll,2016897,restaurant,risk 1 (high),3312 w foster ave,chicago,il,60625,2010-02-02,license,pass,41.97582182,-87.71172941
88239,ben tre cafe,ben tre cafe,2003718,restaurant,risk 1 (high),3146 w touhy bldg,chicago,il,60645,2010-02-02,license,fail,42.01197988,-87.70853385
88240,uncommon  ground,uncommon  ground,1820125,restaurant,risk 1 (high),1401-1405 w devon ave,chicago,il,60660,2010-02-03,canvass re-inspection,pass,41.99802474,-87.66556346
88241,dunkin donuts,dunkin donuts,78136,restaurant,risk 2 (medium),6332 n broadway,chicago,il,60660,2010-02-04,canvass,pass,41.99736196,-87.66063304
88242,star grill,star grill,1958656,restaurant,risk 1 (high),1215 w devon ave,chicago,il,60660,2010-02-04,complaint,pass,41.99807133,-87.66123148
88243,star grill,star grill,1958656,restaurant,risk 1 (high),1215 w devon ave,chicago,il,60660,2010-02-04,complaint,pass,41.99807133,-87.66123148
88245,supermercado chapala,supermercado chapala,32236,grocery store,risk 1 (high),7117 n clark st,chicago,il,60626,2010-02-05,complaint,pass,42.0119758,-87.67438406
88246,huaraches dona chio,huaraches dona chio,1847182,restaurant,risk 1 (high),1547 w elmdale ave,chicago,il,60660,2010-02-05,complaint,pass,41.99069507,-87.66944918
88247,chicago live poultry,chicago live poultry,82227,live poultry,risk 2 (medium),6421 n western ave,chicago,il,60645,2010-02-09,complaint re-inspection,fail,41.99838462,-87.689757
88248,rizq meat & grocery inc,rizq meat & grocery inc,1986786,grocery store,risk 3 (low),2326 w devon ave,chicago,il,60659,2010-02-09,complaint,fail,41.99786101,-87.68860508
88249,subway,subway,18236,restaurant,risk 1 (high),6555 n clark st,chicago,il,60626,2010-02-11,canvass,pass,42.00155691,-87.67165232
88250,mayne stage/act one cafe,mayne stage/act one cafe,2003849,liquor,risk 1 (high),1328-1330 w morse ave,chicago,il,60626,2010-02-11,license re-inspection,pass,42.00803722,-87.66489552
88251,mayne/act one cafe,mayne/act one,2003847,restaurant,risk 2 (medium),1328-1330 w morse ave,chicago,il,60626,2010-02-11,license re-inspection,pass,42.00803722,-87.66489552
88252,chicago live poultry,chicago live poultry,82227,live poultry,risk 2 (medium),6421 n western ave,chicago,il,60645,2010-02-11,complaint re-inspection,pass,41.99838462,-87.689757
88253,ben tre cafe,ben tre cafe,2003718,restaurant,risk 1 (high),3146 w touhy bldg,chicago,il,60645,2010-02-16,license re-inspection,pass,42.01197988,-87.70853385
88254,ben tre cafe,ben tre cafe,2003718,restaurant,risk 1 (high),3146 w touhy bldg,chicago,il,60645,2010-02-16,license re-inspection,pass,42.01197988,-87.70853385
88255,awami bazaar & zabiha meat,awami bazaar & zabiha meat,68226,grocery store,risk 2 (medium),2340 w devon ave,chicago,il,60659,2010-02-16,complaint,fail,41.99785369,-87.68906427
88256,mcdonalds,mcdonalds,1443878,restaurant,risk 2 (medium),6231 n broadway,chicago,il,60660,2010-02-17,complaint,pass,41.99549428,-87.66028637
88257,awami bazaar & zabiha meat,awami bazaar & zabiha meat,68226,grocery store,risk 2 (medium),2340 w devon ave,chicago,il,60659,2010-02-17,consultation,pass,41.99785369,-87.68906427
88258,italian express,italian express,1922756,restaurant,risk 1 (high),2307 w devon ave,chicago,il,60659,2010-02-17,canvass,pass,41.9976569,-87.68775624
88259,bhabi's kitchen,bhabi's kitchen,1166692,,risk 1 (high),6352 n oakley ave,chicago,il,60659,2010-02-17,complaint,fail,41.99750893,-87.68758323
88260,chicago math and science academy,chicago math and science academy,2066649,school,risk 1 (high),7212 n clark st,chicago,il,60626,2010-02-18,canvass,fail,42.01303498,-87.67485599
88261,super gifts & groceries inc,super gifts & groceries inc,1143116,grocery store,risk 2 (medium),2305 1/2 w devon ave,chicago,il,60659,2010-02-18,complaint,pass,41.99765846,-87.68767204
88262,hollywood tower mkt,hollywood tower mkt,1858,grocery store,risk 3 (low),5701 n sheridan rd,chicago,il,60660,2010-02-19,short form complaint,pass,41.98563842,-87.65509432
88263,vee-vee's african restaurant,vee-vee's african restaurant,26898,restaurant,risk 1 (high),6232 n broadway,chicago,il,60660,2010-02-19,no entry,pass,41.99551564,-87.66058139
88264,"pita kabab, inc.",pita kabab,1948824,restaurant,risk 1 (high),5701 n california ave,chicago,il,60659,2010-02-19,complaint,pass,41.98497207,-87.6990721
88265,sullivan  (h/s),sullivan  (h/s),46301,school,risk 1 (high),6631 n bosworth ave,chicago,il,60626,2010-02-22,canvass,pass,42.00268694,-87.66915533
88266,yuen's chinese kitchen,yuen's chinese kitchen,78420,restaurant,risk 1 (high),7357 n clark st,chicago,il,60626,2010-02-22,canvass,pass,42.01544899,-87.67495948
88267,northside catholic academy,northside catholic academy,2066650,school,risk 1 (high),6216 n glenwood ave,chicago,il,60660,2010-02-23,canvass,pass,41.99504319,-87.66544654
88268,awami bazaar & zabiha meat,awami bazaar & zabiha meat,68226,grocery store,risk 2 (medium),2340 w devon ave,chicago,il,60659,2010-02-23,complaint re-inspection,pass,41.99785369,-87.68906427
88269,budget pantry,budget pantry,1473546,grocery store,risk 3 (low),4635 n damen ave,chicago,il,60625,2010-02-24,short form complaint,pass,41.96617287,-87.67896468
88270,summer,summer,1868819,restaurant,risk 1 (high),1123 w granville ave,chicago,il,60660,2010-02-24,canvass,pass,41.99445469,-87.65928902
88271,chicago math and science academy,chicago math and science academy,2066649,school,risk 1 (high),7212 n clark st,chicago,il,60626,2010-02-25,canvass re-inspection,pass,42.01303498,-87.67485599
88272,loving hut,alice & friends vegetarian cafe,1248503,restaurant,risk 1 (high),5812 n broadway,chicago,il,60660,2010-02-25,canvass,pass,41.98746481,-87.66033437
88273,somerset place llc,somerset place llc,1223135,long term care,risk 1 (high),5009 n sheridan rd,chicago,il,60640,2010-02-25,canvass,pass,41.97361773,-87.65478924
88274,somerset place llc,somerset place llc,1223135,long term care,risk 1 (high),5009 n sheridan rd,chicago,il,60640,2010-02-26,consultation,pass,41.97361773,-87.65478924
88275,bethany retirement community,bethany retirement community,1069050,long term care,risk 1 (high),4950 n ashland ave,chicago,il,60640,2010-02-26,canvass,pass,41.97247777,-87.66968612
88276,alshore house inc,alshore nursing home,5212,long term care,risk 1 (high),2840 w foster ave,chicago,il,60625,2010-02-26,canvass,pass,41.97591599,-87.70055645
88277,alshore house inc,alshore nursing home,5212,long term care,risk 1 (high),2840 w foster ave,chicago,il,60625,2010-03-02,consultation,pass,41.97591599,-87.70055645
88278,arbour health care center ltd,arbour health care center ltd,21767,long term care,risk 1 (high),1512 w fargo ave,chicago,il,60626,2010-03-02,canvass,pass,42.01721933,-87.66873408
88279,rendezvous bistro,,2021807,restaurant,risk 1 (high),2656 w lawrence ave,chicago,il,60625,2010-03-08,license,fail,41.96866318,-87.69610498
88280,dolce casa cafe,,2020986,restaurant,risk 1 (high),4947 n damen ave,chicago,il,60625,2010-03-05,license,fail,41.97196943,-87.67913614
88281,farm super market,farm super market,2017764,grocery store,risk 2 (medium),2255-2257 w devon ave,chicago,il,60659,2010-03-05,license re-inspection,pass,41.99766818,-87.68714725
88282,elinas cafe,,2009277,restaurant,risk 2 (medium),2617 w lawrence ave,chicago,il,60625,2010-03-05,license re-inspection,pass,41.96845517,-87.6945352
88283,youmax food & liquor,youmax food & liquor,1975946,grocery store,risk 3 (low),2222 w devon ave,chicago,il,60659,2010-03-05,license re-inspection,fail,41.99790938,-87.68593715
88284,youmax food & liquor,youmax food & liquor,1975947,grocery store,risk 3 (low),2222 w devon ave,chicago,il,60659,2010-03-05,license re-inspection,fail,41.99790938,-87.68593715
88285,rendezvous bistro,,2021807,restaurant,risk 1 (high),2656 w lawrence ave,chicago,il,60625,2010-03-05,license,fail,41.96866318,-87.69610498
88286,howard groceries & plus,,2021490,grocery store,risk 3 (low),1632 w howard bldg,chicago,il,60626,2010-03-09,license,fail,42.01948985,-87.67205667
88287,s l grill,,2021803,restaurant,risk 1 (high),4757 n sheridan bldg,chicago,il,60640,2010-03-09,license,pass,41.9689839,-87.65467275
88288,"indo-pak meat&grocery,llc",indo-pak meat & grocery,2021899,grocery store,risk 2 (medium),3922 w lawrence ave,chicago,il,60625,2010-03-10,license,fail,41.96836564,-87.72658635
88289,the basement,the basement,1801694,hooka lounge,risk 3 (low),5700 n clark st,chicago,il,60660,2010-03-12,complaint,fail,41.98543836,-87.66933051
88290,the basement,the basement,1801694,hooka lounge,risk 3 (low),5700 n clark st,chicago,il,60660,2010-03-12,complaint,fail,41.98543836,-87.66933051
88291,ms eggroll #2 inc,ms eggroll #2 inc,1222412,restaurant,risk 1 (high),6966 n glenwood ave,chicago,il,60626,2010-03-11,complaint,pass,42.00869233,-87.66634975
88292,china  hut restaurant,china hut,1987114,restaurant,risk 1 (high),7100 n clark st,chicago,il,60626,2010-03-11,complaint,pass,42.01146046,-87.67459345
88293,dolce casa cafe,,2020986,restaurant,risk 1 (high),4947 n damen ave,chicago,il,60625,2010-03-15,license re-inspection,pass,41.97196943,-87.67913614
88294,rendezvous bistro,,2021807,restaurant,risk 1 (high),2656 w lawrence ave,chicago,il,60625,2010-03-15,license re-inspection,pass,41.96866318,-87.69610498
88295,dal paeng yi  rest,dal paeng yi  rest,49184,restaurant,risk 1 (high),3236 w bryn mawr ave,chicago,il,60659,2010-03-15,canvass,pass,41.98316196,-87.71037332
88296,swift  elementary school,swift  elementary school,25571,school,risk 1 (high),5900 n winthrop ave,chicago,il,60660,2010-03-16,canvass,pass,41.98915734,-87.65833342
88297,discount center,,2022370,grocery store,risk 3 (low),1448 w howard bldg,chicago,il,60626,2010-03-16,license,fail,42.0193264,-87.66805699
88298,everyday thai,everyday thai,1927637,restaurant,risk 1 (high),1509 w devon ave,chicago,il,60660,2010-03-16,canvass,pass,41.99799565,-87.66822426
88301,lake shore health care & rehabilitation centre llc,the mosaic of lakeshore,15782,long term care,risk 1 (high),7200 n sheridan rd,chicago,il,60626,2010-03-17,task force,pass,42.01284733,-87.66361978
88302,wincrest nursing center,wincrest nursing center,7931,long term care,risk 1 (high),6326 n winthrop ave,chicago,il,60660,2010-03-17,task force,pass,41.99722573,-87.65858257
88303,sheridan shores care & rehab,sheridan shores care & rehab,5206,long term care,risk 1 (high),5838 n sheridan rd,chicago,il,60660,2010-03-17,license-task force,pass,41.98846809,-87.65548501
88304,sheridan shores care & rehab,sheridan shores care & rehab,5206,long term care,risk 1 (high),5838 n sheridan rd,chicago,il,60660,2010-03-18,consultation,pass,41.98846809,-87.65548501
88305,7-eleven #33809j,7-eleven,2021580,grocery store,risk 1 (high),6801 n sheridan rd,chicago,il,60626,2010-03-19,license,fail,42.00561788,-87.66078594
88306,spots pizza,barry's spots pizza,1768979,restaurant,risk 1 (high),5757-5759 n broadway,chicago,il,60660,2010-03-19,canvass,pass,41.98716055,-87.660031
88307,peirce (board of education),peirce,24891,school,risk 1 (high),1423 w bryn mawr ave,chicago,il,60660,2010-03-23,canvass,pass,41.98342819,-87.66586537
