tid,attribute,correct_val
2552,state,il
2552,akaname,
2552,latitude,41.96552665
2552,dbaname,popeyes famous fried chicken
2552,facilitytype,restaurant
2553,city,chicago
2553,zip,60640
2553,risk,risk 1 (high)
2553,license,36306
2553,inspectiontype,complaint
2553,inspectionid,88322
2553,address,1758 w lawrence ave
2553,inspectiondate,2010-04-01
2553,results,fail
2553,longitude,-87.67330914
2553,state,il
2553,akaname,garcia's
2553,latitude,41.96894197
2553,dbaname,garcia's inc
2553,facilitytype,restaurant
2554,city,chicago
2554,zip,60640
2554,risk,risk 1 (high)
2554,license,3866
2554,inspectiontype,complaint
2554,inspectionid,88323
2554,address,1031 w wilson ave
2554,inspectiondate,2010-04-01
2554,results,pass
2554,longitude,-87.65611797
2554,state,il
2554,akaname,uptown pizza & bq
2554,latitude,41.9653066
2554,dbaname,uptown pizza & bq
2554,facilitytype,restaurant
2555,city,chicago
2555,zip,60626
2555,risk,risk 1 (high)
2555,license,1404354
2555,inspectiontype,complaint
2555,inspectionid,88324
2555,address,6600 n sheridan rd
2555,inspectiondate,2010-04-02
2555,results,pass
2555,longitude,-87.6609322
2555,state,il
2555,akaname,chipotle mexican grill
2555,latitude,42.00259638
2555,dbaname,chipotle mexican grill
2555,facilitytype,restaurant
2556,city,chicago
2556,zip,60626
2556,risk,risk 1 (high)
2556,license,2021580
2556,inspectiontype,license
2556,inspectionid,88325
2556,address,6801 n sheridan rd
2556,inspectiondate,2010-04-05
2556,results,fail
2556,longitude,-87.66078594
2556,state,il
2556,akaname,7-eleven
2556,latitude,42.00561788
2556,dbaname,7-eleven #33809j
2556,facilitytype,grocery store
2557,city,chicago
2557,zip,60626
2557,risk,risk 1 (high)
2557,license,1303855
2557,inspectiontype,short form complaint
2557,inspectionid,88326
2557,address,6404 n clark st
2557,inspectiondate,2010-04-05
2557,results,pass
2557,longitude,-87.67078848
2557,state,il
2557,akaname,taqueria el chorrito
2557,latitude,41.99820081
2557,dbaname,taqueria el chorrito
2557,facilitytype,restaurant
2558,city,chicago
2558,zip,60660
2558,risk,risk 1 (high)
2558,license,1479973
2558,inspectiontype,canvass
2558,inspectionid,88327
2558,address,1559 w devon ave
2558,inspectiondate,2010-04-05
2558,results,pass
2558,longitude,-87.67003846
2558,state,il
2558,akaname,maria's
2558,latitude,41.99797242
2558,dbaname,maria's
2558,facilitytype,restaurant
2559,city,chicago
2559,zip,60625
2559,risk,risk 1 (high)
2559,license,1648134
2559,inspectiontype,canvass
2559,inspectionid,88328
2559,address,4943 n damen ave
2559,inspectiondate,2010-04-06
2559,results,pass
2559,longitude,-87.67913255
2559,state,il
2559,akaname,over easy cafe
2559,latitude,41.9718562
2559,dbaname,over easy cafe
2559,facilitytype,restaurant
2560,city,chicago
2560,zip,60640
2560,risk,risk 3 (low)
2560,license,1817903
2560,inspectiontype,complaint
2560,inspectionid,88329
2560,address,4500 n broadway
2560,inspectiondate,2010-04-07
2560,results,pass
2560,longitude,-87.65660649
2560,state,il
2560,akaname,aldi's
2560,latitude,41.96378896
2560,dbaname,aldi's
2560,facilitytype,grocery store
2561,city,chicago
2561,zip,60640
2561,risk,risk 1 (high)
2561,license,2008718
2561,inspectiontype,complaint
2561,inspectionid,88330
2561,address,5318 n broadway
2561,inspectiondate,2010-04-07
2561,results,pass
2561,longitude,-87.66008181
2561,state,il
2561,akaname,burger & pita
2561,latitude,41.97874312
2561,dbaname,burger & pita
2561,facilitytype,restaurant
2562,city,chicago
2562,zip,60640
2562,risk,risk 1 (high)
2562,license,1514893
2562,inspectiontype,complaint
2562,inspectionid,88331
2562,address,4832 n broadway
2562,inspectiondate,2010-04-08
2562,results,pass
2562,longitude,-87.65984318
2562,state,il
2562,akaname,loa sze chuan
2562,latitude,41.96995886
2562,dbaname,marigold
2562,facilitytype,restaurant
2563,city,chicago
2563,zip,60660
2563,risk,risk 3 (low)
2563,license,2026294
2563,inspectiontype,license
2563,inspectionid,88332
2563,address,1841 w devon
2563,inspectiondate,2010-04-08
2563,results,fail
2563,longitude,-87.67676944
2563,state,il
2563,akaname,bp
2563,latitude,41.99785057
2563,dbaname,bp devon
2563,facilitytype,grocery store
2564,city,chicago
2564,zip,60625
2564,risk,risk 1 (high)
2564,license,1990924
2564,inspectiontype,license re-inspection
2564,inspectionid,88333
2564,address,3320 w lawrence bldg
2564,inspectiondate,2010-04-09
2564,results,pass
2564,longitude,-87.71183381
2564,state,il
2564,akaname,
2564,latitude,41.9685299
2564,dbaname,mi tortilla
2564,facilitytype,restaurant
2565,city,chicago
2565,zip,60625
2565,risk,risk 1 (high)
2565,license,1302580
2565,inspectiontype,canvass
2565,inspectionid,88334
2565,address,3256 w lawrence ave
2565,inspectiondate,2010-04-09
2565,results,pass
2565,longitude,-87.71078268
2565,state,il
2565,akaname,favorite cafe
2565,latitude,41.96854049
2565,dbaname,favorite cafe
2565,facilitytype,restaurant
2566,city,chicago
2566,zip,60640
2566,risk,risk 1 (high)
2566,license,1894099
2566,inspectiontype,complaint
2566,inspectionid,88335
2566,address,1714 w lawrence ave
2566,inspectiondate,2010-04-12
2566,results,pass
2566,longitude,-87.67168512
2566,state,il
2566,akaname,supermercado garibaldi
2566,latitude,41.96896366
2566,dbaname,supermercado garibaldi
2566,facilitytype,grocery store
2567,city,chicago
2567,zip,60625
2567,risk,risk 1 (high)
2567,license,2002893
2567,inspectiontype,license re-inspection
2567,inspectionid,88336
2567,address,3542 w sunnyside ave
2567,inspectiondate,2010-04-13
2567,results,pass
2567,longitude,-87.71740068
2567,state,il
2567,akaname,sunnyside daycare
2567,latitude,41.96300988
2567,dbaname,sunnyside daycare
2567,facilitytype,children's services facility
2568,city,chicago
2568,zip,60659
2568,risk,risk 2 (medium)
2568,license,1300871
2568,inspectiontype,canvass re-inspection
2568,inspectionid,88339
2568,address,3238 w bryn mawr ave
2568,inspectiondate,2010-04-13
2568,results,pass
2568,longitude,-87.71045236
2568,state,il
2568,akaname,art zone gallery cafe
2568,latitude,41.98316084
2568,dbaname,art zone gallery cafe
2568,facilitytype,restaurant
2569,city,chicago
2569,zip,60640
2569,risk,risk 3 (low)
2569,license,2027544
2569,inspectiontype,license
2569,inspectionid,88340
2569,address,5357 n clark st
2569,inspectiondate,2010-04-14
2569,results,fail
2569,longitude,-87.66812519
2569,state,il
2569,akaname,quick stop pantry
2569,latitude,41.97974085
2569,dbaname,quick stop pantry
2569,facilitytype,grocery store
2570,city,chicago
2570,zip,60640
2570,risk,risk 1 (high)
2570,license,2021688
2570,inspectiontype,license re-inspection
2570,inspectionid,88341
2570,address,5014 n broadway
2570,inspectiondate,2010-04-14
2570,results,pass
2570,longitude,-87.65992981
2570,state,il
2570,akaname,ba le sandwich and bakery
2570,latitude,41.97321459
2570,dbaname,bale sandwich and bakery
2570,facilitytype,restaurant
2571,city,chicago
2571,zip,60660
2571,risk,risk 3 (low)
2571,license,2026294
2571,inspectiontype,license re-inspection
2571,inspectionid,88342
2571,address,1841 w devon
2571,inspectiondate,2010-04-15
2571,results,fail
2571,longitude,-87.67676944
2571,state,il
2571,akaname,bp
2571,latitude,41.99785057
2571,dbaname,bp devon
2571,facilitytype,grocery store
2572,city,chicago
2572,zip,60660
2572,risk,risk 1 (high)
2572,license,6344
2572,inspectiontype,complaint
2572,inspectionid,88343
2572,address,6340 n broadway
2572,inspectiondate,2010-04-16
2572,results,pass
2572,longitude,-87.66063912
2572,state,il
2572,akaname,popeyes fried chicken rest
2572,latitude,41.99759056
2572,dbaname,popeyes fried chicken rest
2572,facilitytype,restaurant
2573,city,chicago
2573,zip,60625
2573,risk,risk 1 (high)
2573,license,2027764
2573,inspectiontype,license
2573,inspectionid,88344
2573,address,4747 n damen ave
2573,inspectiondate,2010-04-16
2573,results,fail
2573,longitude,-87.67902763
2573,state,il
2573,akaname,grand katachi
2573,latitude,41.9683304
2573,dbaname,grand katachi
2573,facilitytype,restaurant
2574,city,chicago
2574,zip,60626
2574,risk,risk 1 (high)
2574,license,2017020
2574,inspectiontype,license
2574,inspectionid,88345
2574,address,7200 n sheridan rd
2574,inspectiondate,2010-04-19
2574,results,fail
2574,longitude,-87.66361978
2574,state,il
2574,akaname,the mosaic of lakeshore
2574,latitude,42.01284733
2574,dbaname,lake shore health care & rehabilitation centre llc
2574,facilitytype,long term care
2575,city,chicago
2575,zip,60660
2575,risk,risk 1 (high)
2575,license,1932480
2575,inspectiontype,complaint
2575,inspectionid,88346
2575,address,5663-65 n clark st
2575,inspectiondate,2010-04-19
2575,results,pass
2575,longitude,-87.66895926
2575,state,il
2575,akaname,antica pizzeria
2575,latitude,41.98511286
2575,dbaname,antica pizzeria
2575,facilitytype,restaurant
2576,city,chicago
2576,zip,60660
2576,risk,risk 1 (high)
2576,license,1892841
2576,inspectiontype,canvass
2576,inspectionid,88347
2576,address,1109 w bryn mawr ave
2576,inspectiondate,2010-04-20
2576,results,pass
2576,longitude,-87.65842915
2576,state,il
2576,akaname,the little india
2576,latitude,41.98354261
2576,dbaname,the little india
2576,facilitytype,restaurant
2577,city,chicago
2577,zip,60626
2577,risk,risk 1 (high)
2577,license,1518304
2577,inspectiontype,complaint
2577,inspectionid,88348
2577,address,1430 w morse ave
2577,inspectiondate,2010-04-20
2577,results,pass
2577,longitude,-87.66717415
2577,state,il
2577,akaname,morse fresh market
2577,latitude,42.00799492
2577,dbaname,morse fresh market
2577,facilitytype,grocery store
2578,city,chicago
2578,zip,60640
2578,risk,risk 2 (medium)
2578,license,2009413
2578,inspectiontype,complaint
2578,inspectionid,88349
2578,address,1118 w wilson ave
2578,inspectiondate,2010-04-21
2578,results,pass
2578,longitude,-87.65824707
2578,state,il
2578,akaname,
2578,latitude,41.96549905
2578,dbaname,agee's pizzeria & grill
2578,facilitytype,restaurant
2579,city,chicago
2579,zip,60626
2579,risk,risk 3 (low)
2579,license,18633
2579,inspectiontype,complaint
2579,inspectionid,88350
2579,address,7410 n clark bldg
2579,inspectiondate,2010-04-22
2579,results,fail
2579,longitude,-87.67539827
2579,state,il
2579,akaname,
2579,latitude,42.01632849
2579,dbaname,walgreens # 1308
2579,facilitytype,pharmacy/grocery
2580,city,chicago
2580,zip,60626
2580,risk,risk 3 (low)
2580,license,2003536
2580,inspectiontype,license-task force
2580,inspectionid,88351
2580,address,7410 n clark st
2580,inspectiondate,2010-04-22
2580,results,fail
2580,longitude,-87.67539827
2580,state,il
2580,akaname,walgreens #1308
2580,latitude,42.01632849
2580,dbaname,walgreens #1308
2580,facilitytype,pharmacy/grocery
2581,city,chicago
2581,zip,60626
2581,risk,risk 1 (high)
2581,license,2027018
2581,inspectiontype,license
2581,inspectionid,88352
2581,address,7138 n clark st
2581,inspectiondate,2010-04-22
2581,results,fail
2581,longitude,-87.67477437
2581,state,il
2581,akaname,t. n. t. bbq  grill
2581,latitude,42.01256119
2581,dbaname,t. n. t. bbq  grill
2581,facilitytype,restaurant
2582,city,chicago
2582,zip,60626
2582,risk,risk 1 (high)
2582,license,24021
2582,inspectiontype,canvass
2582,inspectionid,88353
2582,address,6700 n greenview
2582,inspectiondate,2010-04-23
2582,results,pass
2582,longitude,-87.66826026
2582,state,il
2582,akaname,kilmer  elementary school
2582,latitude,42.00367622
2582,dbaname,kilmer  elementary
2582,facilitytype,school
2583,city,chicago
2583,zip,60626
2583,risk,risk 3 (low)
2583,license,1932440
2583,inspectiontype,short form complaint
2583,inspectionid,88354
2583,address,6627 n clark st
2583,inspectiondate,2010-04-23
2583,results,pass
2583,longitude,-87.67201233
2583,state,il
2583,akaname,s & s food on  clark
2583,latitude,42.00259125
2583,dbaname,s & s food on  clark
2583,facilitytype,grocery store
2584,city,chicago
2584,zip,60625
2584,risk,risk 3 (low)
2584,license,1904899
2584,inspectiontype,short form complaint
2584,inspectionid,88355
2584,address,4947 n kedzie ave
2584,inspectiondate,2010-04-26
2584,results,pass
2584,longitude,-87.70841722
2584,state,il
2584,akaname,joony mart
2584,latitude,41.97166442
2584,dbaname,"joony mart , inc."
2584,facilitytype,grocery store
2585,city,chicago
2585,zip,60660
2585,risk,risk 1 (high)
2585,license,23621
2585,inspectiontype,canvass
2585,inspectionid,88356
2585,address,1518 w granville (6200n)
2585,inspectiondate,2010-04-27
2585,results,pass
2585,longitude,-87.6685227
2585,state,il
2585,akaname,hayt elementary school
2585,latitude,41.99456814
2585,dbaname,hayt elementary school
2585,facilitytype,school
2586,city,chicago
2586,zip,60640
2586,risk,risk 3 (low)
2586,license,2027544
2586,inspectiontype,license re-inspection
2586,inspectionid,88357
2586,address,5357 n clark st
2586,inspectiondate,2010-04-27
2586,results,pass
2586,longitude,-87.66812519
2586,state,il
2586,akaname,quick stop pantry
2586,latitude,41.97974085
2586,dbaname,quick stop pantry
2586,facilitytype,grocery store
2587,city,chicago
2587,zip,60660
2587,risk,risk 1 (high)
2587,license,1547590
2587,inspectiontype,canvass
2587,inspectionid,88358
2587,address,5657-5659 n clark st
2587,inspectiondate,2010-04-27
2587,results,pass
2587,longitude,-87.66892851
2587,state,il
2587,akaname,leonardo's ristorante tuscan bistro
2587,latitude,41.98497217
2587,dbaname,leonardo's ristorante tuscan bistro
2587,facilitytype,restaurant
2588,city,chicago
2588,zip,60626
2588,risk,risk 1 (high)
2588,license,23211
2588,inspectiontype,canvass
2588,inspectionid,88359
2588,address,7019 n ashland ave
2588,inspectiondate,2010-04-28
2588,results,pass
2588,longitude,-87.66994862
2588,state,il
2588,akaname,eugene field
2588,latitude,42.00966462
2588,dbaname,field
2588,facilitytype,school
2589,city,chicago
2589,zip,60626
2589,risk,risk 3 (low)
2589,license,2003536
2589,inspectiontype,license re-inspection
2589,inspectionid,88360
2589,address,7410 n clark st
2589,inspectiondate,2010-04-29
2589,results,pass
2589,longitude,-87.67539827
2589,state,il
2589,akaname,walgreens #1308
2589,latitude,42.01632849
2589,dbaname,walgreens #1308
2589,facilitytype,pharmacy/grocery
2590,city,chicago
2590,zip,60626
2590,risk,risk 3 (low)
2590,license,18633
2590,inspectiontype,complaint re-inspection
2590,inspectionid,88361
2590,address,7410 n clark bldg
2590,inspectiondate,2010-04-29
2590,results,pass
2590,longitude,-87.67539827
2590,state,il
2590,akaname,
2590,latitude,42.01632849
2590,dbaname,walgreens # 1308
2590,facilitytype,pharmacy/grocery
2591,city,chicago
2591,zip,60660
2591,risk,risk 1 (high)
2591,license,10916
2591,inspectiontype,canvass
2591,inspectionid,88362
2591,address,6158 n clark st
2591,inspectiondate,2010-04-29
2591,results,pass
2591,longitude,-87.67029582
2591,state,il
2591,akaname,alexander's restaurant
2591,latitude,41.99439118
2591,dbaname,alexander's restaurant
2591,facilitytype,restaurant
2592,city,chicago
2592,zip,60625
2592,risk,risk 3 (low)
2592,license,2004392
2592,inspectiontype,license re-inspection
2592,inspectionid,88363
2592,address,4801 n lincoln ave
2592,inspectiondate,2010-04-30
2592,results,pass
2592,longitude,-87.68845932
2592,state,il
2592,akaname,walgreens #194
2592,latitude,41.96869203
2592,dbaname,walgreens #194
2592,facilitytype,grocery store
2593,city,chicago
2593,zip,60626
2593,risk,risk 1 (high)
2593,license,2017020
2593,inspectiontype,license re-inspection
2593,inspectionid,88364
2593,address,7200 n sheridan rd
2593,inspectiondate,2010-05-03
2593,results,pass
2593,longitude,-87.66361978
2593,state,il
2593,akaname,the mosaic of lakeshore
2593,latitude,42.01284733
2593,dbaname,lake shore health care & rehabilitation centre llc
2593,facilitytype,long term care
2594,city,chicago
2594,zip,60626
2594,risk,risk 1 (high)
2594,license,1987114
2594,inspectiontype,short form complaint
2594,inspectionid,88365
2594,address,7100 n clark st
2594,inspectiondate,2010-05-03
2594,results,pass
2594,longitude,-87.67459345
2594,state,il
2594,akaname,china hut
2594,latitude,42.01146046
2594,dbaname,china  hut restaurant
2594,facilitytype,restaurant
2595,city,chicago
2595,zip,60626
2595,risk,risk 1 (high)
2595,license,22071
2595,inspectiontype,canvass
2595,inspectionid,88366
2595,address,1707 w morse ave
2595,inspectiondate,2010-05-04
2595,results,pass
2595,longitude,-87.67315753
2595,state,il
2595,akaname,new field elementary school
2595,latitude,42.00767533
2595,dbaname,new field elementary school
2595,facilitytype,school
2596,city,chicago
2596,zip,60626
2596,risk,risk 1 (high)
2596,license,22811
2596,inspectiontype,canvass
2596,inspectionid,88367
2596,address,7414 n wolcott ave
2596,inspectiondate,2010-05-05
2596,results,pass
2596,longitude,-87.67779928
2596,state,il
2596,akaname,jordan elementary school
2596,latitude,42.01709536
2596,dbaname,jordan elementary school
2596,facilitytype,school
2597,city,chicago
2597,zip,60640
2597,risk,risk 1 (high)
2597,license,7252
2597,inspectiontype,canvass
2597,inspectionid,88368
2597,address,1701 w lawrence ave
2597,inspectiondate,2010-05-05
2597,results,pass
2597,longitude,-87.67109479
2597,state,il
2597,akaname,byrons hot dogs
2597,latitude,41.96875147
2597,dbaname,byrons hot dog inc
2597,facilitytype,restaurant
2598,city,chicago
2598,zip,60660
2598,risk,risk 1 (high)
2598,license,36692
2598,inspectiontype,complaint
2598,inspectionid,88369
2598,address,1116 w bryn mawr ave
2598,inspectiondate,2010-05-06
2598,results,pass
2598,longitude,-87.65875884
2598,state,il
2598,akaname,cheng's fried chicken
2598,latitude,41.98375688
2598,dbaname,cheng's fried chicken
2598,facilitytype,restaurant
2599,city,chicago
2599,zip,60626
2599,risk,risk 1 (high)
2599,license,1493447
2599,inspectiontype,canvass
2599,inspectionid,88370
2599,address,6632 n clark st
2599,inspectiondate,2010-05-06
2599,results,pass
2599,longitude,-87.67232835
2599,state,il
2599,akaname,grande noodles
2599,latitude,42.00262823
2599,dbaname,grande noodles
2599,facilitytype,restaurant
2600,city,chicago
2600,zip,60626
2600,risk,risk 1 (high)
2600,license,31081
2600,inspectiontype,canvass
2600,inspectionid,88371
2600,address,1631 w jonquil ter
2600,inspectiondate,2010-05-10
2600,results,pass
2600,longitude,-87.67196481
2600,state,il
2600,akaname,gale community academy
2600,latitude,42.02106425
2600,dbaname,gale community academy
2600,facilitytype,school
2601,city,chicago
2601,zip,60626
2601,risk,risk 1 (high)
2601,license,66278
2601,inspectiontype,canvass
2601,inspectionid,88372
2601,address,6545 n clark st
2601,inspectiondate,2010-05-10
2601,results,pass
2601,longitude,-87.67155268
2601,state,il
2601,akaname,taste of peru
2601,latitude,42.00126001
2601,dbaname,taste of peru
2601,facilitytype,restaurant
2602,city,chicago
2602,zip,60660
2602,risk,risk 1 (high)
2602,license,47061
2602,inspectiontype,canvass
2602,inspectionid,88373
2602,address,5900 n glenwood ave
2602,inspectiondate,2010-05-11
2602,results,fail
2602,longitude,-87.66526222
2602,state,il
2602,akaname,senn high school/rickover naval academy
2602,latitude,41.98905063
2602,dbaname,senn high school/rickover naval academy
2602,facilitytype,school
2603,city,chicago
2603,zip,60626
2603,risk,risk 1 (high)
2603,license,1595947
2603,inspectiontype,canvass
2603,inspectionid,88374
2603,address,6528 n clark st
2603,inspectiondate,2010-05-11
2603,results,pass
2603,longitude,-87.67166629
2603,state,il
2603,akaname,dragon gate
2603,latitude,42.00073293
2603,dbaname,dragon gate
2603,facilitytype,restaurant
2604,city,chicago
2604,zip,60660
2604,risk,risk 1 (high)
2604,license,41645
2604,inspectiontype,sfp/complaint
2604,inspectionid,88375
2604,address,6009 n broadway
2604,inspectiondate,2010-05-12
2604,results,pass
2604,longitude,-87.66015508
2604,state,il
2604,akaname,dominick's finer foods
2604,latitude,41.99118175
2604,dbaname,dominick's # 12/0012
2604,facilitytype,grocery store
2605,city,chicago
2605,zip,60660
2605,risk,risk 1 (high)
2605,license,2032356
2605,inspectiontype,license
2605,inspectionid,88376
2605,address,5600 n ridge bldg
2605,inspectiondate,2010-05-12
2605,results,fail
2605,longitude,-87.6602278
2605,state,il
2605,akaname,
2605,latitude,41.98357807
2605,dbaname,el norte ridge ave.
2605,facilitytype,restaurant
2606,city,chicago
2606,zip,60626
2606,risk,risk 1 (high)
2606,license,31082
2606,inspectiontype,canvass
2606,inspectionid,88377
2606,address,7650 n marshfield ave
2606,inspectiondate,2010-05-13
2606,results,pass
2606,longitude,-87.6720483
2606,state,il
2606,akaname,gale community academy annex
2606,latitude,42.02086075
2606,dbaname,gale community academy annex
2606,facilitytype,school
2607,city,chicago
2607,zip,60626
2607,risk,risk 1 (high)
2607,license,2032590
2607,inspectiontype,license
2607,inspectionid,88378
2607,address,6619 n clark st
2607,inspectiondate,2010-05-13
2607,results,pass
2607,longitude,-87.67192512
2607,state,il
2607,akaname,restaurant polleria fina estampa  #2
2607,latitude,42.0023417
2607,dbaname,restaurante polleria fina esta #2
2607,facilitytype,restaurant
2608,city,chicago
2608,zip,60660
2608,risk,risk 1 (high)
2608,license,1841223
2608,inspectiontype,canvass
2608,inspectionid,88379
2608,address,5624 n clark st
2608,inspectiondate,2010-05-14
2608,results,pass
2608,longitude,-87.66907288
2608,state,il
2608,akaname,piatto pronto
2608,latitude,41.98426104
2608,dbaname,piatto pronto
2608,facilitytype,grocery store
2609,city,chicago
2609,zip,60660
2609,risk,risk 2 (medium)
2609,license,1120659
2609,inspectiontype,canvass
2609,inspectionid,88380
2609,address,5614 n clark st
2609,inspectiondate,2010-05-17
2609,results,pass
2609,longitude,-87.66900616
2609,state,il
2609,akaname,mcdonalds
2609,latitude,41.9839522
2609,dbaname,mcdonalds
2609,facilitytype,restaurant
2610,city,chicago
2610,zip,60660
2610,risk,risk 2 (medium)
2610,license,1577863
2610,inspectiontype,canvass
2610,inspectionid,88381
2610,address,6318-6320 n clark st
2610,inspectiondate,2010-05-13
2610,results,pass
2610,longitude,-87.67043243
2610,state,il
2610,akaname,pressure billiards & cafe
2610,latitude,41.99687304
2610,dbaname,pressure billiards
2610,facilitytype,restaurant
2611,city,chicago
2611,zip,60660
2611,risk,risk 1 (high)
2611,license,47061
2611,inspectiontype,canvass re-inspection
2611,inspectionid,88383
2611,address,5900 n glenwood ave
2611,inspectiondate,2010-05-21
2611,results,pass
2611,longitude,-87.66526222
2611,state,il
2611,akaname,senn high school/rickover naval academy
2611,latitude,41.98905063
2611,dbaname,senn high school/rickover naval academy
2611,facilitytype,school
2612,city,chicago
2612,zip,60626
2612,risk,risk 1 (high)
2612,license,1868273
2612,inspectiontype,complaint
2612,inspectionid,88384
2612,address,1945-1947 w howard st
2612,inspectiondate,2010-05-21
2612,results,pass
2612,longitude,-87.67950862
2612,state,il
2612,akaname,good to go jamaican cuisine llc
2612,latitude,42.01932964
2612,dbaname,good to go jamaican cuisine llc
2612,facilitytype,restaurant
2613,city,chicago
2613,zip,60660
2613,risk,risk 1 (high)
2613,license,1910314
2613,inspectiontype,canvass
2613,inspectionid,88385
2613,address,1136 w thorndale ave
2613,inspectiondate,2010-05-24
2613,results,pass
2613,longitude,-87.65977098
2613,state,il
2613,akaname,bunz bakery
2613,latitude,41.9901358
2613,dbaname,bunz bakery
2613,facilitytype,bakery/restaurant
2614,city,chicago
2614,zip,60660
2614,risk,risk 1 (high)
2614,license,1219
2614,inspectiontype,canvass
2614,inspectionid,88386
2614,address,5908 n broadway
2614,inspectiondate,2010-05-24
2614,results,pass
2614,longitude,-87.66039461
2614,state,il
2614,akaname,moody's restaurant
2614,latitude,41.9893336
2614,dbaname,moody's restaurant inc
2614,facilitytype,restaurant
2615,city,chicago
2615,zip,60660
2615,risk,risk 1 (high)
2615,license,6492
2615,inspectiontype,canvass
2615,inspectionid,88387
2615,address,6022 n broadway
2615,inspectiondate,2010-05-24
2615,results,pass
2615,longitude,-87.66046439
2615,state,il
2615,akaname,patio beef
2615,latitude,41.99164923
2615,dbaname,patio beef
2615,facilitytype,restaurant
2616,city,chicago
2616,zip,60660
2616,risk,risk 1 (high)
2616,license,21727
2616,inspectiontype,license re-inspection
2616,inspectionid,88388
2616,address,1754-1756 w devon ave
2616,inspectiondate,2010-05-28
2616,results,pass
2616,longitude,-87.67412772
2616,state,il
2616,akaname,roger's park children's center
2616,latitude,41.99812042
2616,dbaname,rogers park children's center
2616,facilitytype,daycare (2 - 6 years)
2617,city,chicago
2617,zip,60626
2617,risk,risk 1 (high)
2617,license,2036585
2617,inspectiontype,license
2617,inspectionid,88389
2617,address,6924 n clark bldg
2617,inspectiondate,2010-05-28
2617,results,fail
2617,longitude,-87.67372465
2617,state,il
2617,akaname,
2617,latitude,42.00733119
2617,dbaname,fahrenheit restaurant inc.
2617,facilitytype,restaurant
2618,city,chicago
2618,zip,60660
2618,risk,risk 2 (medium)
2618,license,2026941
2618,inspectiontype,license re-inspection
2618,inspectionid,88390
2618,address,5624 n broadway
2618,inspectiondate,2010-05-28
2618,results,pass
2618,longitude,-87.66023971
2618,state,il
2618,akaname,apart  pizza  co.
2618,latitude,41.98439695
2618,dbaname,apart pizza company chicago
2618,facilitytype,restaurant
2619,city,chicago
2619,zip,60660
2619,risk,risk 1 (high)
2619,license,20145
2619,inspectiontype,license re-inspection
2619,inspectionid,88391
2619,address,1020 w bryn mawr ave
2619,inspectiondate,2010-06-01
2619,results,pass
2619,longitude,-87.65613163
2619,state,il
2619,akaname,uptown headstart
2619,latitude,41.9838021
2619,dbaname,uptown headstart
2619,facilitytype,daycare (2 - 6 years)
2620,city,chicago
2620,zip,60626
2620,risk,risk 1 (high)
2620,license,41689
2620,inspectiontype,complaint
2620,inspectionid,88393
2620,address,1763 w howard st
2620,inspectiondate,2010-06-02
2620,results,pass
2620,longitude,-87.67505851
2620,state,il
2620,akaname,dominick's #160/1698
2620,latitude,42.01928855
2620,dbaname,dominick's #160/1698
2620,facilitytype,grocery store
2621,city,chicago
2621,zip,60626
2621,risk,risk 1 (high)
2621,license,1303855
2621,inspectiontype,complaint
2621,inspectionid,88394
2621,address,6404 n clark st
2621,inspectiondate,2010-06-02
2621,results,pass
2621,longitude,-87.67078848
2621,state,il
2621,akaname,taqueria el chorrito
2621,latitude,41.99820081
2621,dbaname,taqueria el chorrito
2621,facilitytype,restaurant
2622,city,chicago
2622,zip,60626
2622,risk,risk 1 (high)
2622,license,22071
2622,inspectiontype,short form complaint
2622,inspectionid,88395
2622,address,1707 w morse ave
2622,inspectiondate,2010-06-03
2622,results,pass
2622,longitude,-87.67315753
2622,state,il
2622,akaname,new field elementary school
2622,latitude,42.00767533
2622,dbaname,new field elementary school
2622,facilitytype,school
2623,city,chicago
2623,zip,60626
2623,risk,risk 1 (high)
2623,license,2036585
2623,inspectiontype,license re-inspection
2623,inspectionid,88396
2623,address,6924 n clark bldg
2623,inspectiondate,2010-06-03
2623,results,pass
2623,longitude,-87.67372465
2623,state,il
2623,akaname,
2623,latitude,42.00733119
2623,dbaname,fahrenheit restaurant inc.
2623,facilitytype,restaurant
2624,city,chicago
2624,zip,60660
2624,risk,risk 2 (medium)
2624,license,2031466
2624,inspectiontype,license
2624,inspectionid,88397
2624,address,1217 w devon ave
2624,inspectiondate,2010-06-03
2624,results,fail
2624,longitude,-87.66132071
2624,state,il
2624,akaname,the daily cup
2624,latitude,41.99807015
2624,dbaname,"the daily cup, inc."
2624,facilitytype,restaurant
2625,city,chicago
2625,zip,60660
2625,risk,risk 1 (high)
2625,license,6492
2625,inspectiontype,short form complaint
2625,inspectionid,88398
2625,address,6022 n broadway
2625,inspectiondate,2010-06-03
2625,results,pass
2625,longitude,-87.66046439
2625,state,il
2625,akaname,patio beef
2625,latitude,41.99164923
2625,dbaname,patio beef
2625,facilitytype,restaurant
2626,city,chicago
2626,zip,60626
2626,risk,risk 1 (high)
2626,license,12601
2626,inspectiontype,complaint
2626,inspectionid,88399
2626,address,7047 n clark st
2626,inspectiondate,2010-06-04
2626,results,pass
2626,longitude,-87.67411913
2626,state,il
2626,akaname,el famous restaurant
2626,latitude,42.01038812
2626,dbaname,el famous restaurant
2626,facilitytype,restaurant
2627,city,chicago
2627,zip,60626
2627,risk,risk 1 (high)
2627,license,1743114
